stop_id,stop_code,stop_name,stop_desc,latitude,longitude,zone_id,parent_station,level_name,geometry_point,,
2148,2148,44A Street & 76 Avenue,,53.512498,-113.410392,1EDM,,Ground Level,POINT (-113.410392 53.512498),,
2834,2834,112 Street & 82 Avenue,,53.518,-113.519847,1EDM,,Ground Level,POINT (-113.519847 53.518),,
5137,5137,145 Street & 118 Avenue,,53.570472,-113.571578,1EDM,,Ground Level,POINT (-113.571578 53.570472),,
4503,4503,Rabbit Hill Road & MacTaggart Drive,,53.438764,-113.566264,1EDM,,Ground Level,POINT (-113.566264 53.438764),,
2401,2401,Bonnie Doon North Entrance,,53.522451,-113.456623,1EDM,,Ground Level,POINT (-113.456623 53.522451),,
S6150,6150,Raven Dr & Heron Rd,,53.523292,-113.290939,4SCT,,Ground Level,POINT (-113.290939 53.523292),,
E20,E20,City Hall LRT Access,,53.545429,-113.48962,,Q3620,Ground Level,POINT (-113.48962 53.545429),,
A0665,665,Boudreau Rd & Ellesmere Dr,,53.652542,-113.622398,2STA,,Ground Level,POINT (-113.622398 53.652542),,
4290,4290,105 Street & 21 Avenue,,53.452329,-113.501063,1EDM,,Ground Level,POINT (-113.501063 53.452329),,
9338,9338,Watt Drive & Weidle Bend SW,,53.412487,-113.438316,1EDM,,Ground Level,POINT (-113.438316 53.412487),,
4344,4344,113A Street & 9 Avenue,,53.439191,-113.525106,1EDM,,Ground Level,POINT (-113.525106 53.439191),,
S9461,9461,Wye Rd & Estate Dr,,53.511985,-113.288522,4SCT,,Ground Level,POINT (-113.288522 53.511985),,
6439,6439,113A Street & 134 Avenue,,53.594983,-113.517268,1EDM,,Ground Level,POINT (-113.517268 53.594983),,
5542,5542,163 Street & 95 Avenue,,53.531715,-113.604022,1EDM,,Ground Level,POINT (-113.604022 53.531715),,
3029,3029,85 Street & Knottwood Road N,,53.449844,-113.460572,1EDM,,Ground Level,POINT (-113.460572 53.449844),,
5462,5462,156 Street & 107 Avenue,,53.551529,-113.590242,1EDM,,Ground Level,POINT (-113.590242 53.551529),,
1612,1612,34 Street & 119 Avenue,,53.57185,-113.393205,1EDM,,Ground Level,POINT (-113.393205 53.57185),,
A0052,52,Kingsway Dr & Kingsbury Cres,,53.651656,-113.588348,2STA,,Ground Level,POINT (-113.588348 53.651656),,
6044,6044,100 Street & 162A Avenue,,53.624496,-113.496385,1EDM,,Ground Level,POINT (-113.496385 53.624496),,
7735,7735,Ozerna Road & 163 Avenue,,53.625133,-113.448038,1EDM,,Ground Level,POINT (-113.448038 53.625133),,
3750,3750,Silver Berry Road & 32 Avenue,,53.461939,-113.377725,1EDM,,Ground Level,POINT (-113.377725 53.461939),,
4058,4058,106 Street & 35 Avenue,,53.468651,-113.503965,1EDM,,Ground Level,POINT (-113.503965 53.468651),,
1428,1428,95 Street & 111 Avenue,,53.559532,-113.486844,1EDM,,Ground Level,POINT (-113.486844 53.559532),,
2679,2679,99 Street & 85 Avenue,,53.521308,-113.485982,1EDM,,Ground Level,POINT (-113.485982 53.521308),,
L0369,369,8 Street & 34 Avenue,,53.37868,-113.516516,9LT,,Ground Level,POINT (-113.516516 53.37868),,
7575,7575,Victoria Trail & 139 Avenue,,53.602621,-113.385298,1EDM,,Ground Level,POINT (-113.385298 53.602621),,
5871,5871,189 Street & 87 Avenue,,53.521088,-113.649011,1EDM,,Ground Level,POINT (-113.649011 53.521088),,
3748,3748,44 Street & 38 Avenue,,53.471477,-113.403085,1EDM,,Ground Level,POINT (-113.403085 53.471477),,
2867,2867,106 Street & 61 Avenue,,53.49739,-113.504521,1EDM,,Ground Level,POINT (-113.504521 53.49739),,
5782,5782,164A Street & 88 Avenue,,53.522511,-113.606554,1EDM,,Ground Level,POINT (-113.606554 53.522511),,
QSGT,,Southgate Station,,53.485344,-113.516892,1EDM,,,POINT (-113.516892 53.485344),,
5040,5040,151 Street & 107 Avenue,,53.551117,-113.582003,1EDM,,Ground Level,POINT (-113.582003 53.551117),,
S8848,8848,Sherwood Dr & Palisades Av,,53.556327,-113.295265,4SCT,,Ground Level,POINT (-113.295265 53.556327),,
6692,6692,Hudson Road & Hudson Place,,53.605877,-113.551463,1EDM,,Ground Level,POINT (-113.551463 53.605877),,
2879,2879,106 Street & 56 Avenue,,53.493632,-113.504294,1EDM,,Ground Level,POINT (-113.504294 53.493632),,
1849,1849,Tower Road & Kingsway,,53.564203,-113.516738,1EDM,,Ground Level,POINT (-113.516738 53.564203),,
7117,7117,47 Street & Brintnell Boulevard,,53.618835,-113.411862,1EDM,,Ground Level,POINT (-113.411862 53.618835),,
2710,2710,South Campus Fort Edmonton Transit Centre Bay J,,53.502772,-113.528776,1EDM,,Ground Level,POINT (-113.528776 53.502772),,
1557,1557,109 Street & 105 Avenue,,53.54793,-113.508657,1EDM,,Ground Level,POINT (-113.508657 53.54793),,
99505,99505,141 Street & Heritage Valley Trail SW,,53.401031,-113.561342,1EDM,,Ground Level,POINT (-113.561342 53.401031),,
F3005,3005,99 Avenue and Sherridon Drive NB,,53.706801,-113.218728,6FST,,Ground Level,POINT (-113.218728 53.706801),,
5919,5919,178 Street & 63 Avenue,,53.497078,-113.629761,1EDM,,Ground Level,POINT (-113.629761 53.497078),,
E135,E135,110 Street & 98 Avenue West,,53.535843,-113.5105,,Q3561,Ground Level,POINT (-113.5105 53.535843),,
55377,55377,Mayfield Common,,53.543005,-113.610397,1EDM,,Ground Level,POINT (-113.610397 53.543005),,
77802,77802,50 Street & 153 Avenue,,53.615935,-113.420557,1EDM,,Ground Level,POINT (-113.420557 53.615935),,
33028,33028,24 Street & 18 Avenue,,53.448395,-113.375523,1EDM,,Ground Level,POINT (-113.375523 53.448395),,
QMWO,,Millbourne/Woodvale Stop,,53.474723,-113.438979,1EDM,,,POINT (-113.438979 53.474723),,
2251,2251,Ottewell Road & 94B Avenue,,53.532607,-113.436515,1EDM,,Ground Level,POINT (-113.436515 53.532607),,
9235,9235,54 Street & 3 Avenue SW,,53.428885,-113.424834,1EDM,,Ground Level,POINT (-113.424834 53.428885),,
55848,55848,178 Street & Stony Plain Road,,53.540699,-113.62721,1EDM,,Ground Level,POINT (-113.62721 53.540699),,
5263,5263,135 Street & 109A Avenue,,53.555734,-113.556038,1EDM,,Ground Level,POINT (-113.556038 53.555734),,
5663,5663,184 Street & Lessard Road,,53.484992,-113.644139,1EDM,,Ground Level,POINT (-113.644139 53.484992),,
L0401,401,Outlet Mall,,53.302694,-113.55621,9LT,,Ground Level,POINT (-113.55621 53.302694),,
8043,8043,Glastonbury Boulevard & 62 Avenue,,53.493859,-113.668709,1EDM,,Ground Level,POINT (-113.668709 53.493859),,
6741,6741,156 Street & 137 Avenue,,53.598598,-113.590435,1EDM,,Ground Level,POINT (-113.590435 53.598598),,
3086,3086,61 Street & 19A Avenue,,53.45017,-113.431152,1EDM,,Ground Level,POINT (-113.431152 53.45017),,
6849,6849,138 Street & Cumberland Road,,53.608093,-113.556199,1EDM,,Ground Level,POINT (-113.556199 53.608093),,
6529,6529,105 Street & 134A Avenue,,53.595972,-113.501691,1EDM,,Ground Level,POINT (-113.501691 53.595972),,
5108,5108,Jasper Place Transit Centre Bay E,,53.540513,-113.591922,1EDM,,Ground Level,POINT (-113.591922 53.540513),,
33032,33032,Mill Woods Road & 34 Avenue,,53.464699,-113.449239,1EDM,,Ground Level,POINT (-113.449239 53.464699),,
9624,9624,Watt Boulevard & Welsh Drive SW,,53.421282,-113.435754,1EDM,,Ground Level,POINT (-113.435754 53.421282),,
99236,99236,Chappelle Way & Chivers Loop SW,,53.397616,-113.595348,1EDM,,Ground Level,POINT (-113.595348 53.397616),,
ODT-5233,5233,149 Street & 89 Avenue,Edmonton Transit On-Demand Stop,53.52105,-113.578083,1EDM,,Ground Level,POINT (-113.578083 53.52105),,
6437,6437,104A Street & 137 Avenue,,53.599387,-113.500223,1EDM,,Ground Level,POINT (-113.500223 53.599387),,
1886,1886,108 Street & Kingsway,,53.559828,-113.505738,1EDM,,Ground Level,POINT (-113.505738 53.559828),,
3074,3074,58 Street & 11A Avenue,,53.440405,-113.428135,1EDM,,Ground Level,POINT (-113.428135 53.440405),,
B0001,B0001,Ken Nichol Recreation Centre,,53.355742,-113.41426,7BT,,Ground Level,POINT (-113.41426 53.355742),,
3351,3351,41 Street & 26 Avenue,,53.456795,-113.404312,1EDM,,Ground Level,POINT (-113.404312 53.456795),,
4540,4540,Riverbend Road & Haddow Close,,53.459282,-113.592624,1EDM,,Ground Level,POINT (-113.592624 53.459282),,
77330,77330,58 Street & 129 Avenue,,53.5877,-113.432652,1EDM,,Ground Level,POINT (-113.432652 53.5877),,
7390,7390,30 Street & 139 Avenue,,53.602717,-113.387656,1EDM,,Ground Level,POINT (-113.387656 53.602717),,
2464,2464,50 Street & 52 Avenue,,53.489944,-113.418008,1EDM,,Ground Level,POINT (-113.418008 53.489944),,
A0857,857,Kingswood Dr & Kingsway Dr,,53.65094,-113.591873,2STA,,Ground Level,POINT (-113.591873 53.65094),,
1752,1752,115 Street & Kingsway,,53.565143,-113.518942,1EDM,,Ground Level,POINT (-113.518942 53.565143),,
E238,E238,109 Street Northbound,,53.535733,-113.50798,,Q3561,Ground Level,POINT (-113.50798 53.535733),,
5086,5086,162 Street & 83 Avenue,,53.516802,-113.600933,1EDM,,Ground Level,POINT (-113.600933 53.516802),,
ODT-1733,1733,120 Street & 103 Avenue,Edmonton Transit On-Demand Stop,53.54508,-113.528579,1EDM,,Ground Level,POINT (-113.528579 53.54508),,
7229,7229,82 Street & 128 Avenue,,53.58637,-113.46709,1EDM,,Ground Level,POINT (-113.46709 53.58637),,
98225,98225,66 Street & Ellerslie Road SW,,53.424664,-113.442075,1EDM,,Ground Level,POINT (-113.442075 53.424664),,
ODT-2152,2152,48 Street & 92 Avenue,Edmonton Transit On-Demand Stop,53.526796,-113.41156,1EDM,,Ground Level,POINT (-113.41156 53.526796),,
9407,9407,Washburn Drive & Windermere Boulevard SW,,53.438503,-113.624588,1EDM,,Ground Level,POINT (-113.624588 53.438503),,
4057,4057,107 Street & 42 Avenue,,53.478912,-113.507454,1EDM,,Ground Level,POINT (-113.507454 53.478912),,
1986,1986,104 Street & 103 Avenue,,53.544695,-113.498966,1EDM,,Ground Level,POINT (-113.498966 53.544695),,
S7323,7323,Meadowview Dr & Blueberry Cr,,53.543715,-113.25258,4SCT,,Ground Level,POINT (-113.25258 53.543715),,
33116,33116,97 Street & 42 Avenue,,53.480654,-113.4793,1EDM,,Ground Level,POINT (-113.4793 53.480654),,
E228,E228,Brownlee Building LRT Access,,53.547335,-113.487142,,Q3620,Ground Level,POINT (-113.487142 53.547335),,
9668,9668,Melrose Place & MacEwan Road SW,,53.429921,-113.532331,1EDM,,Ground Level,POINT (-113.532331 53.429921),,
3039,3039,80 Street & Knottwood Road S,,53.442846,-113.455106,1EDM,,Ground Level,POINT (-113.455106 53.442846),,
8469,8469,180 Street & 102 Avenue,,53.543376,-113.633269,1EDM,,Ground Level,POINT (-113.633269 53.543376),,
1604,1604,St Albert Trail & Yellowhead Trail,,53.580521,-113.556268,1EDM,,Ground Level,POINT (-113.556268 53.580521),,
ODT-9379,9379,Blackburn Drive & Blackwood Crescent SW,Edmonton Transit On-Demand Stop,53.429523,-113.499028,1EDM,,Ground Level,POINT (-113.499028 53.429523),,
5241,5241,Meadowlark Road & 87 Avenue,,53.519577,-113.597261,1EDM,,Ground Level,POINT (-113.597261 53.519577),,
6268,6268,97 Street & 132 Avenue,,53.592161,-113.493188,1EDM,,Ground Level,POINT (-113.493188 53.592161),,
77141,77141,59A Street & 167 Avenue,,53.628584,-113.430123,1EDM,,Ground Level,POINT (-113.430123 53.628584),,
8371,8371,Century Road & Kings Link,,53.563138,-113.885548,5SGT,,Ground Level,POINT (-113.885548 53.563138),,
A0209,209,Cunningham Rd & Stanley Dr,,53.628685,-113.602929,2STA,,Ground Level,POINT (-113.602929 53.628685),,
2289,2289,57 Street & Terrace Road,,53.54077,-113.423804,1EDM,,Ground Level,POINT (-113.423804 53.54077),,
66139,66139,152 Street & 131 Avenue,,53.590266,-113.584776,1EDM,,Ground Level,POINT (-113.584776 53.590266),,
2417,2417,58 Street & 90 Avenue,,53.523918,-113.425188,1EDM,,Ground Level,POINT (-113.425188 53.523918),,
7303,7303,97 Street & 165 Avenue,,53.626287,-113.48998,1EDM,,Ground Level,POINT (-113.48998 53.626287),,
3270,3270,76 Street & 40 Avenue,,53.476207,-113.451065,1EDM,,Ground Level,POINT (-113.451065 53.476207),,
ODT-1856,1856,111 Street & 99 Avenue,Edmonton Transit On-Demand Stop,53.537212,-113.51173,1EDM,,Ground Level,POINT (-113.51173 53.537212),,
7561,7561,76 Street & Schonsee Drive,,53.632477,-113.458719,1EDM,,Ground Level,POINT (-113.458719 53.632477),,
3952,3952,34 Street & 23 Avenue,,53.453734,-113.393091,1EDM,,Ground Level,POINT (-113.393091 53.453734),,
6246,6246,119 Street & 129 Avenue,,53.58753,-113.526354,1EDM,,Ground Level,POINT (-113.526354 53.58753),,
2116,2116,South Campus Ft Edmonton Station,,53.50294,-113.528414,1EDM,Q5159,Station Level,POINT (-113.528414 53.50294),,
F3026,3026,101 Street and 96A Avenue SB,,53.706395,-113.209955,6FST,,Ground Level,POINT (-113.209955 53.706395),,
9822,9822,68 Street & Shaw Way SW,,53.414447,-113.444498,1EDM,,Ground Level,POINT (-113.444498 53.414447),,
8104,8104,178 Street & 111 Avenue,,53.560272,-113.627176,1EDM,,Ground Level,POINT (-113.627176 53.560272),,
5862,5862,190 Street & 56 Avenue,,53.491089,-113.651207,1EDM,,Ground Level,POINT (-113.651207 53.491089),,
7776,7776,Homestead Crescent & Hermitage Road,,53.583596,-113.399692,1EDM,,Ground Level,POINT (-113.399692 53.583596),,
E273,E273,Millwoods Stop West Entrance,,53.458356,-113.431019,,QMW,Ground Level,POINT (-113.431019 53.458356),,
2220,2220,94 Street & 51 Avenue,,53.488042,-113.472919,1EDM,,Ground Level,POINT (-113.472919 53.488042),,
9289,9289,52 Street & 4 Avenue SW,,53.428518,-113.423607,1EDM,,Ground Level,POINT (-113.423607 53.428518),,
5142,5142,156 Street & 111 Avenue,,53.559849,-113.59022,1EDM,,Ground Level,POINT (-113.59022 53.559849),,
S8702,8702,Buckinghm Dr & Broadview Dr,,53.550025,-113.313969,4SCT,,Ground Level,POINT (-113.313969 53.550025),,
S7105,7105,Clover Bar Rd & Baseline Rd,,53.539111,-113.263498,4SCT,,Ground Level,POINT (-113.263498 53.539111),,
6483,6483,149 Street & 137 Avenue,,53.599544,-113.583895,1EDM,,Ground Level,POINT (-113.583895 53.599544),,
1144,1144,54 Street & 121 Avenue,,53.575461,-113.4245,1EDM,,Ground Level,POINT (-113.4245 53.575461),,
L0327,327,5 Street & 30 Avenue,,53.36617,-113.526449,9LT,,Ground Level,POINT (-113.526449 53.36617),,
A0947,947,Eldorado Dr & English Way,,53.659682,-113.61733,2STA,,Ground Level,POINT (-113.61733 53.659682),,
1064,1064,101 Street & 103 Avenue,,53.54481,-113.493869,1EDM,,Ground Level,POINT (-113.493869 53.54481),,
2006,2006,Holyrood Stop,,53.527466,-113.457359,1EDM,QHOL,Ground Level,POINT (-113.457359 53.527466),,
77692,77692,Cy Becker Boulevard & 167A Avenue NB,,53.627497,-113.400281,1EDM,,Ground Level,POINT (-113.400281 53.627497),,
9790,9790,Anthony Crescent & Allard Boulevard SW,,53.397398,-113.533688,1EDM,,Ground Level,POINT (-113.533688 53.397398),,
ODT-88501,88501,Enoch 108,Edmonton Transit On-Demand Stop,53.506858,-113.708637,1EDM,,Ground Level,POINT (-113.708637 53.506858),,
1028,1028,48 Street & 114 Avenue,,53.566833,-113.415664,1EDM,,Ground Level,POINT (-113.415664 53.566833),,
77664,77664,76 Street & Crystallina Nera Drive,,53.638115,-113.458275,1EDM,,Ground Level,POINT (-113.458275 53.638115),,
L0338,338,8 Street & 30 Avenue,,53.366953,-113.514738,9LT,,Ground Level,POINT (-113.514738 53.366953),,
8904,8904,178 Street & Stony Plain Road,,53.541494,-113.628473,1EDM,,Ground Level,POINT (-113.628473 53.541494),,
6686,6686,139 Street & 150 Avenue,,53.612474,-113.560023,1EDM,,Ground Level,POINT (-113.560023 53.612474),,
3957,3957,20 Street & Silver Berry Road,,53.463386,-113.370649,1EDM,,Ground Level,POINT (-113.370649 53.463386),,
9048,9048,McMullen Way & MacEwan Road SW,,53.428967,-113.521498,1EDM,,Ground Level,POINT (-113.521498 53.428967),,
ODT-7057,7057,72 Street & 129 Avenue,Edmonton Transit On-Demand Stop,53.587969,-113.452282,1EDM,,Ground Level,POINT (-113.452282 53.587969),,
7432,7432,66 Street & 158 Avenue,,53.61915,-113.443044,1EDM,,Ground Level,POINT (-113.443044 53.61915),,
A0098,98,SWC Ave & Gresham Blvd,,53.627197,-113.632856,2STA,,Ground Level,POINT (-113.632856 53.627197),,
S1008,1008,Sherwood Dr & Festival Ave,,53.526339,-113.295845,4SCT,,Ground Level,POINT (-113.295845 53.526339),,
9554,9554,Windermere Wynd & Wheaton Close,,53.444615,-113.618953,1EDM,,Ground Level,POINT (-113.618953 53.444615),,
S9016,9016,Nottingham Blvd & Nottingham Rd,,53.522298,-113.279489,4SCT,,Ground Level,POINT (-113.279489 53.522298),,
1188,1188,95 Street & Jasper Avenue,,53.544658,-113.478599,1EDM,,Ground Level,POINT (-113.478599 53.544658),,
1240,1240,124 Street & Stony Plain Road,,53.546452,-113.536069,1EDM,,Ground Level,POINT (-113.536069 53.546452),,
8068,8068,215 Street & 96 Avenue,,53.533594,-113.688321,1EDM,,Ground Level,POINT (-113.688321 53.533594),,
A0067,67,St Anne Street & St Albert Place,,53.633671,-113.627261,2STA,,Ground Level,POINT (-113.627261 53.633671),,
7919,7919,73 Street & Schonsee Drive,,53.632335,-113.454105,1EDM,,Ground Level,POINT (-113.454105 53.632335),,
A0538,538,Nakî Transit Station and Park and Ride,,53.615453,-113.59348,2STA,,Ground Level,POINT (-113.59348 53.615453),,
7522,7522,Hollick Kenyon Road & 162 Avenue,,53.623604,-113.422433,1EDM,,Ground Level,POINT (-113.422433 53.623604),,
5183,5183,139 Street & 107 Avenue,,53.551017,-113.561752,1EDM,,Ground Level,POINT (-113.561752 53.551017),,
22399,22399,109 Street & 61 Avenue,,53.498107,-113.511379,1EDM,,Ground Level,POINT (-113.511379 53.498107),,
3552,3552,Mill Woods Road E & 34 Avenue,,53.463586,-113.406762,1EDM,,Ground Level,POINT (-113.406762 53.463586),,
S5072,5072,Haythorne Rd & Haythorne Cr,,53.527263,-113.327435,4SCT,,Ground Level,POINT (-113.327435 53.527263),,
1090,1090,109 Street & 110 Avenue,,53.55712,-113.508268,1EDM,,Ground Level,POINT (-113.508268 53.55712),,
A0320,320,Giroux Rd & North Ridge Dr,,53.643623,-113.668429,2STA,,Ground Level,POINT (-113.668429 53.643623),,
3376,3376,66 Street & 38 Avenue,,53.476277,-113.439357,1EDM,,Ground Level,POINT (-113.439357 53.476277),,
5393,5393,139 Street & 122 Avenue,,53.573488,-113.560896,1EDM,,Ground Level,POINT (-113.560896 53.573488),,
5610,5610,155 Street & 87 Avenue,,53.519537,-113.589175,1EDM,,Ground Level,POINT (-113.589175 53.519537),,
2394,2394,86 Street & 66 Avenue,,53.501628,-113.460248,1EDM,,Ground Level,POINT (-113.460248 53.501628),,
1081,1081,84 Street & 110 Avenue,,53.557846,-113.470917,1EDM,,Ground Level,POINT (-113.470917 53.557846),,
7168,7168,62 Street & 145 Avenue,,53.607462,-113.437233,1EDM,,Ground Level,POINT (-113.437233 53.607462),,
3850,3850,58 Street & 34 Avenue,,53.465572,-113.428895,1EDM,,Ground Level,POINT (-113.428895 53.465572),,
3149,3149,42 Street & Mill Woods Road S,,53.442698,-113.406752,1EDM,,Ground Level,POINT (-113.406752 53.442698),,
2434,2434,52 Street & 94B Avenue,,53.533874,-113.419516,1EDM,,Ground Level,POINT (-113.419516 53.533874),,
S9048,9048,Granada Blvd,,53.527746,-113.278593,4SCT,,Ground Level,POINT (-113.278593 53.527746),,
9602,9602,Rabbit Hill Road & Glenridding Boulevard SW,,53.417328,-113.599022,1EDM,,Ground Level,POINT (-113.599022 53.417328),,
7655,7655,Clareview Road & 132A Avenue,,53.593739,-113.384594,1EDM,,Ground Level,POINT (-113.384594 53.593739),,
1208,1208,Coliseum Transit Centre Bay I,,53.570999,-113.459888,1EDM,,Ground Level,POINT (-113.459888 53.570999),,
2925,2925,122 Street & 53 Avenue,,53.490969,-113.5413,1EDM,,Ground Level,POINT (-113.5413 53.490969),,
5959,5959,189 Street & 92 Avenue,,53.526547,-113.648756,1EDM,,Ground Level,POINT (-113.648756 53.526547),,
77151,77151,90 Street & 132 Avenue,,53.591753,-113.479817,1EDM,,Ground Level,POINT (-113.479817 53.591753),,
6020,6020,127 Street & 132 Avenue,,53.59227,-113.54231,1EDM,,Ground Level,POINT (-113.54231 53.59227),,
1341,1341,95 Street & 113 Avenue,,53.562336,-113.487266,1EDM,,Ground Level,POINT (-113.487266 53.562336),,
3902,3902,Mill Woods Transit Centre Bay B,,53.457503,-113.428473,1EDM,,Ground Level,POINT (-113.428473 53.457503),,
A0342,342,Carleton Drive & Centre Street,,53.646868,-113.574139,2STA,,Ground Level,POINT (-113.574139 53.646868),,
6486,6486,126 Street & 153 Avenue,,53.616869,-113.539154,1EDM,,Ground Level,POINT (-113.539154 53.616869),,
2063,2063,97 Street & 51 Avenue,,53.488067,-113.478575,1EDM,,Ground Level,POINT (-113.478575 53.488067),,
5107,5107,Jasper Place Transit Centre Bay H,,53.540651,-113.592094,1EDM,,Ground Level,POINT (-113.592094 53.540651),,
3855,3855,24 Street & 23 Avenue,,53.454129,-113.378583,1EDM,,Ground Level,POINT (-113.378583 53.454129),,
E257,E257,,,53.540924,-113.494602,,Q3619,Concourse Level,POINT (-113.494602 53.540924),,
8998,8998,184 Street & 111 Avenue,,53.559135,-113.639769,1EDM,,Ground Level,POINT (-113.639769 53.559135),,
5418,5418,170 Street Service Road & 114 Avenue,,53.562955,-113.61388,1EDM,,Ground Level,POINT (-113.61388 53.562955),,
7294,7294,77 Street & 149A Avenue,,53.610772,-113.460553,1EDM,,Ground Level,POINT (-113.460553 53.610772),,
66157,66157,Admiral Girouard Street & Juchli Avenue,,53.601734,-113.51231,1EDM,,Ground Level,POINT (-113.51231 53.601734),,
ODT-88346,88346,Lewis Greens Drive & 98 Avenue,Edmonton Transit On-Demand Stop,53.536099,-113.673618,1EDM,,Ground Level,POINT (-113.673618 53.536099),,
1575,1575,115 Street & Jasper Avenue,,53.540834,-113.518282,1EDM,,Ground Level,POINT (-113.518282 53.540834),,
F1012,1012,Westpark Way and Riverpark Road SB,,53.687677,-113.259847,6FST,,Ground Level,POINT (-113.259847 53.687677),,
7945,7945,95 Street & 167 Avenue,,53.628064,-113.487275,1EDM,,Ground Level,POINT (-113.487275 53.628064),,
22657,22657,83 Street & 93 Avenue,,53.527801,-113.455717,1EDM,,Ground Level,POINT (-113.455717 53.527801),,
S9233,9233,Foxboro Dr & Foxhaven Wy,,53.525747,-113.252386,4SCT,,Ground Level,POINT (-113.252386 53.525747),,
8457,8457,Glastonbury Boulevard & 62 Avenue,,53.494226,-113.669758,1EDM,,Ground Level,POINT (-113.669758 53.494226),,
3276,3276,Jackson Road & 44 Avenue,,53.481746,-113.411023,1EDM,,Ground Level,POINT (-113.411023 53.481746),,
3104,3104,31A Street & 34A Avenue,,53.466348,-113.388045,1EDM,,Ground Level,POINT (-113.388045 53.466348),,
7814,7814,87 Street & 175 Avenue,,53.637591,-113.473988,1EDM,,Ground Level,POINT (-113.473988 53.637591),,
7481,7481,Clareview Road & 135 Avenue,,53.596215,-113.382999,1EDM,,Ground Level,POINT (-113.382999 53.596215),,
4546,4546,106 Street & Whitemud Drive,,53.480389,-113.502365,1EDM,,Ground Level,POINT (-113.502365 53.480389),,
3413,3413,32 Street & Silver Berry Road,,53.4571,-113.385212,1EDM,,Ground Level,POINT (-113.385212 53.4571),,
7725,7725,50 Street & 127 Avenue,,53.585716,-113.418457,1EDM,,Ground Level,POINT (-113.418457 53.585716),,
2664,2664,106 Street & 64 Avenue,,53.500715,-113.504502,1EDM,,Ground Level,POINT (-113.504502 53.500715),,
77680,77680,66 Street & 178 Avenue,,53.639922,-113.44296,1EDM,,Ground Level,POINT (-113.44296 53.639922),,
1688,1688,118 Street & Jasper Avenue,,53.541034,-113.525502,1EDM,,Ground Level,POINT (-113.525502 53.541034),,
7986,7986,Hooke Road E Ent & Hermitage Road,,53.581246,-113.376442,1EDM,,Ground Level,POINT (-113.376442 53.581246),,
A0545,545,Nakî Transit Station and Park and Ride,,53.615772,-113.593575,2STA,,Ground Level,POINT (-113.593575 53.615772),,
4810,4810,Leger Transit Centre Bay J,,53.455401,-113.580447,1EDM,,Ground Level,POINT (-113.580447 53.455401),,
S1087,1087,Gatewood Blvd & Glacier Cr,,53.534024,-113.291079,4SCT,,Ground Level,POINT (-113.291079 53.534024),,
1471,1471,97 Street & 111 Avenue,,53.559435,-113.491542,1EDM,,Ground Level,POINT (-113.491542 53.559435),,
1904,1904,Airport Road E & Kingsway,,53.565882,-113.520017,1EDM,,Ground Level,POINT (-113.520017 53.565882),,
A0308,308,Jensen Lakes Blvd & Jensen Crossing,,53.665203,-113.639211,2STA,,Ground Level,POINT (-113.639211 53.665203),,
4308,4308,Hodgson Boulevard & Hilliard Green,,53.460677,-113.559441,1EDM,,Ground Level,POINT (-113.559441 53.460677),,
6398,6398,113A Street & 134 Avenue,,53.594872,-113.515991,1EDM,,Ground Level,POINT (-113.515991 53.594872),,
ODT-4345,4345,124 Street & 40 Avenue,Edmonton Transit On-Demand Stop,53.476122,-113.546952,1EDM,,Ground Level,POINT (-113.546952 53.476122),,
8941,8941,178 Street & Stony Plain Road,,53.541186,-113.626573,1EDM,,Ground Level,POINT (-113.626573 53.541186),,
7189,7189,93 Street & 150 Avenue,,53.610913,-113.482886,1EDM,,Ground Level,POINT (-113.482886 53.610913),,
8593,8593,Lakeland Drive & Lancaster Close,,53.547796,-113.880261,5SGT,,Ground Level,POINT (-113.880261 53.547796),,
7452,7452,82 Street & 144 Avenue,,53.606795,-113.4663,1EDM,,Ground Level,POINT (-113.4663 53.606795),,
1117,1117,MacEwan Station,,53.547806,-113.499219,1EDM,Q1859,Station Level,POINT (-113.499219 53.547806),,
11326,11326,107 Street & 111 Avenue,,53.558787,-113.504897,1EDM,,Ground Level,POINT (-113.504897 53.558787),,
5850,5850,163 Street & 114 Avenue,,53.562957,-113.602161,1EDM,,Ground Level,POINT (-113.602161 53.562957),,
6653,6653,116 Street & 137 Avenue,,53.599403,-113.521104,1EDM,,Ground Level,POINT (-113.521104 53.599403),,
7550,7550,40 Street & 139 Avenue,,53.600322,-113.40486,1EDM,,Ground Level,POINT (-113.40486 53.600322),,
3001,3001,Lakewood 3001,,53.458585,-113.445703,1EDM,,Ground Level,POINT (-113.445703 53.458585),,
1306,1306,Government Transit Centre Bay F,,53.536395,-113.504498,1EDM,,Ground Level,POINT (-113.504498 53.536395),,
1272,1272,122 Street & 111 Avenue,,53.558806,-113.532005,1EDM,,Ground Level,POINT (-113.532005 53.558806),,
3387,3387,Jackson Road & Jamha Road,,53.483874,-113.409192,1EDM,,Ground Level,POINT (-113.409192 53.483874),,
66093,66093,149 Street & 131 Avenue,,53.590406,-113.578387,1EDM,,Ground Level,POINT (-113.578387 53.590406),,
6658,6658,123 Street & Rapperswill Drive,,53.632954,-113.535383,1EDM,,Ground Level,POINT (-113.535383 53.632954),,
5493,5493,167 Street & 83 Avenue,,53.516564,-113.609401,1EDM,,Ground Level,POINT (-113.609401 53.516564),,
